mythologie,type,Nom,Name,description wiki 1,description_fr,Titre (FR),Title (EN),Tags,Physical Description,Canonical Accessory / Symbol,Color,description wiki 2,Midjourney Prompt,midjourney url,category,,
Grècque,Protogonos,Hypnos,Hypnos,"dieu du sommeil, fils de Nyx, frère de Thanatos et Moros[22].","Hypnos est une divinité discrète et insaisissable, enveloppée d’une aura de douceur silencieuse. Son essence même inspire le calme et l’apaisement, comme une brise nocturne qui efface les tourments du jour. Contrairement à son frère Thanatos, il ne représente pas la fin, mais une suspension douce du monde, un refuge entre la vie et la mort où l’esprit se détache des fardeaux de la réalité. Hypnos n’est ni brutal ni intrusif, il agit comme une caresse invisible, un souffle léger qui s’insinue dans les âmes pour les inviter au repos.

Son tempérament est profondément contemplatif et patient, indifférent aux tumultes des mortels comme des dieux. Il ne cherche pas le pouvoir, préférant régner sur les royaumes intimes du rêve et de l’inconscience. Mais derrière sa douceur, il possède un pouvoir immense, capable d’endormir les dieux eux-mêmes, d’anéantir les volontés les plus fermes par un simple voile de sommeil. Lorsqu’il le désire, il peut offrir un sommeil réparateur et plein de visions lumineuses, ou au contraire plonger dans des songes troublants, des cauchemars lourds comme des chaînes.

Hypnos est proche des ténèbres paisibles de sa mère Nyx, partageant avec elle ce mystère profond qui effraie autant qu’il fascine. Il n’est pas cruel mais peut se montrer insaisissable, refusant parfois le sommeil aux êtres épuisés, ou les plongeant dans des sommeils éternels lorsqu’il le juge nécessaire. Hypnos inspire le rêve, la divagation, la frontière fragile entre réalité et illusion. Il est le compagnon silencieux des amants, des poètes, des voyageurs perdus dans leurs pensées, un dieu qui règne dans l’ombre, sans jamais chercher la gloire, mais dont le monde ne peut se passer, car sans lui, tout serait fatigue, tension et chaos.","Hypnos, dieu du sommeil","Hypnos, god of sleep","sommeil, rêve, repos, nuit, inconscient, oubli, détente, illusion, visions, sérénité, guérison, imagination, silence, repos éternel, inspiration, apaisement",Gentle youth with wings on temples or shoulders,"Poppy, inverted torch",Midnight blue ,,"Hypnos, god of sleep, gentle youth, wings on temples, holding a poppy, midnight blue hair, pale silver background",https://cdn.midjourney.com/613fa09a-88ed-4efe-a600-854e4ae13ea0/0_1.png,Grècque/Protogonos,,
Grècque,Protogonos,Moros,Moros,"dieu du destin fatal, de la fatalité, ou de la mort brutale ; fils de Nyx, frère de Hypnos et de Thanatos.","Moros est une entité austère et implacable, porteur de l’inéluctable, une force silencieuse qui guide chaque être vers sa fin fatale. Il ne connaît ni pitié ni colère, car il n’agit pas par émotion mais par nécessité, représentant la part sombre et inévitable de l’existence. Il est le souffle froid qui accompagne les décisions irréversibles, l’ombre qui se glisse dans l’esprit des mortels pour leur rappeler que tout est voué à un terme inévitable.

Son regard est vide mais pénétrant, comme s’il voyait non pas ce que tu es, mais ce que tu es destiné à devenir. Moros ne séduit pas, ne persuade pas, il impose une certitude : celle que la fin ne peut être esquivée. Contrairement à ses frères Hypnos et Thanatos, qui offrent respectivement le sommeil et la mort douce, Moros incarne la mort brutale, la fatalité crue, la tragédie qui s’abat sans avertissement, laissant derrière elle le vertige de l’impuissance.

Il est détaché des passions humaines, mais il observe avec une forme de gravité presque mélancolique les efforts des mortels pour échapper à leur destin, sachant que chaque pas qu’ils font les rapproche de lui. Sa présence n’est pas un cri mais un silence lourd, une pression invisible qui alourdit le cœur, une voix muette murmurant que tout combat contre lui est vain. Moros est la certitude froide du crépuscule après la lumière, la main invisible qui scelle le destin, l’inflexible vérité que nul ne peut corrompre ni retarder.","Moros, dieu du destin funeste","Moros, god of doom","destin, fatalité, mort, inévitable, tragédie, fin, peur, malheur, souffrance, perte, désespoir, obscurité, avenir, prédiction, danger, destruction","Shadowy figure, abstract doom",,Dull gray ,,"Moros, god of doom, shadowy figure in tattered cloak, dull gray hair, black background",https://cdn.midjourney.com/1e6783fd-ddc6-4b2f-98de-7ff179d5540d/0_0.png,Grècque/Protogonos,,
Grècque,Protogonos,Nèsoi,Nesoi,Déesses des îles et de la mer.,"Les Nèsoi possèdent une personnalité multiple et mouvante, comme les îles qu’elles incarnent, isolées mais pleines de vie. Elles sont à la fois accueillantes et farouches, offrant leurs rivages aux voyageurs égarés, mais cachant dans leurs profondeurs des secrets, des dangers et des mystères insondables. Leur essence est celle de la solitude fière, d’un monde qui se suffit à lui-même, où le temps semble suspendu entre la mer et le ciel.

Elles sont profondément enracinées dans la nature, respirant au rythme des vagues et des vents. Leurs humeurs changent selon les saisons et les tempêtes, passant de la douceur d’une brise caressante à la fureur d’un volcan ou d’une mer déchaînée. Mystiques et silencieuses, elles observent les mortels comme des entités détachées, indifférentes parfois, bienveillantes ou cruelles selon l’attitude de ceux qui foulent leurs terres.

Les Nèsoi incarnent la patience immuable des îles, forgées par le temps et les éléments. Elles se nourrissent de la mémoire des naufrages, des amours tragiques et des promesses murmurées sur leurs plages désertes. Si elles peuvent accueillir, elles ne se donnent jamais totalement : chaque île reste un mystère, une âme insaisissable qui se laisse découvrir seulement par ceux qui savent écouter la mer et comprendre ses silences.

Elles ne cherchent ni la gloire ni les prières, mais elles exigent le respect. Quiconque profane leurs rivages ou les oublie devient l’ennemi des vents et des flots. Les Nèsoi sont des déesses de frontières, entre la terre et l’eau, entre l’homme et l’inconnu, à la fois refuge et piège, beauté immuable et danger imprévisible.","Nèsoi, déesses des îles","Nesoi, goddesses of the islands","îles, mer, nature, isolement, paysages, océan, mystère, indépendance, beauté, voyage, tempêtes, rivages, frontières, découverte, solitude, évasion","Embodied as islands, no individual form",,Olive green ,,"Nesoi, goddesses of the islands, female figure made of stone and plants, olive green hair, ocean background",https://cdn.midjourney.com/343f658b-a2a7-48c1-b74c-fc2ec0fac593/0_3.png,Grècque/Protogonos,,
Grècque,Protogonos,Nyx,Nyx,"déesse primordiale de la nuit, première à surgir du Chaos primordial.","Nyx est une entité insondable, d’une majesté sombre et silencieuse, incarnation même du mystère originel. Elle est l’ombre qui précède toute lumière, la force intangible qui enveloppe l’univers avant la naissance du jour. Fille du Chaos, elle ne connaît ni début ni fin, se tenant hors du temps et des lois qui régissent les dieux nés après elle. Son regard, noir comme l’abîme, semble contenir la mémoire de toutes choses et la promesse d’un silence éternel.

Elle est à la fois redoutée et respectée par tous les dieux, même Zeus, car sa puissance ne dépend d’aucune hiérarchie olympienne. Nyx n’est pas une divinité de la séduction ou des passions humaines, mais une présence cosmique, immuable, qui inspire la crainte et la fascination. Elle n’a pas besoin de colère ou de violence pour imposer son autorité : sa simple venue fait taire le tumulte, comme si le monde retenait son souffle.

D’un tempérament calme, presque impassible, Nyx ne se laisse guider ni par les émotions ni par les caprices des mortels. Elle agit comme la gardienne des secrets et des vérités cachées, protégeant dans ses ténèbres tout ce qui doit rester invisible ou inatteignable. Elle incarne aussi la fécondité de la nuit, car de son sein sont nés le Sommeil, le Rêve, la Mort douce, et bien d’autres forces fondamentales de l’existence.

Nyx est enveloppée d’une aura de solitude, non pas par rejet, mais par nature : elle n’a pas besoin des autres pour exister. Elle est l’éternelle observatrice, l’ombre qui s’étend lorsque toute vie s’apaise, le voile qui sépare le monde des vivants des réalités plus profondes. Si elle parle, ce n’est jamais en mots, mais en murmures silencieux qui s’insinuent dans les songes et les craintes. Elle est la nuit elle-même, à la fois douce comme un ciel étoilé et terrible comme l’obscurité absolue où tout disparaît.","Nyx, déesse de la nuit","Nyx, goddess of the night","nuit, obscurité, mystère, rêve, silence, repos, peur, ombre, éternité, beauté, puissance, secret, illusions, magie, cosmos, frontière","Dark, veiled, starry cloak","Darkness, stars",Deep violet ,,"Nyx, goddess of the night, veiled woman, starry cloak, deep violet hair, black background",https://cdn.midjourney.com/6357dbba-a34e-4b29-b197-fa1fb0573fe8/0_1.png,Grècque/Protogonos,,
Grècque,Protogonos,Ouranos,Uranus,"dieu primordial des cieux, père des Titans. Fils et mari de Gaïa.","Ouranos est une divinité majestueuse et distante, froide comme l’immensité du ciel qu’il incarne. Il représente l’ordre primordial, l’infinité céleste qui domine tout sans jamais se mêler aux tumultes terrestres. Sa personnalité est empreinte de grandeur et de sévérité, car il se considère comme l’incarnation de la perfection et de l’autorité absolue. Il regarde les autres êtres, même les dieux, avec une certaine condescendance, convaincu que rien n’est plus vaste, plus immuable et plus pur que le ciel éternel.

Mari de Gaïa, il n’éprouve pas pour elle un amour passionné, mais une nécessité cosmique, un lien inévitable entre la terre et le ciel. Sa relation avec ses enfants, les Titans, est empreinte de méfiance et de peur : il redoute leur puissance et leur potentiel de révolte. Cette crainte le rend autoritaire, tyrannique même, cherchant à écraser ou enfermer ce qui pourrait menacer sa suprématie. Il est prêt à étouffer la vie naissante pour maintenir l’ordre qu’il croit immuable.

Ouranos n’est pas un dieu de tendresse ni de compassion. Il est impassible, tel un ciel d’azur qui reste indifférent aux drames qui se déroulent en dessous de lui. Mais sous cette apparente stabilité, il cache une forme de vulnérabilité : sa peur du changement, sa terreur d’être détrôné ou surpassé. Cette rigidité finit par le mener à sa perte, car, en voulant tout contrôler, il provoque la haine et la rébellion de ses propres enfants.

Il incarne la majesté froide et infinie des cieux, une puissance immatérielle, éternelle, mais aussi l’orgueil et la solitude d’un être qui règne trop haut pour comprendre ceux qu’il domine.","Ouranos, dieu du ciel","Uranus, god of the sky","ciel, univers, infini, création, hauteur, paternité, ordre, divinité, lumière, étoile, espace, temps, origine, clarté, éther, cosmos","Giant sky being, often with stars","Sky, sometimes depicted entwined with Gaia",Sky blue ,,"Uranus, god of the sky, giant sky being with stars, sky blue hair, starlit indigo background",https://cdn.midjourney.com/84149589-cec5-4639-b61e-43da6a7da8c3/0_1.png,Grècque/Protogonos,,
Grècque,Protogonos,Ouréa,Ourea,dieux des montagnes.,"Ouréa est une divinité silencieuse et immuable, incarnation même de la majesté et de la force tranquille des montagnes. Sa personnalité est austère, distante, presque indifférente aux tumultes du monde des hommes et des dieux. Il se tient là où la terre touche le ciel, entre immobilité et éternité, témoin des âges sans jamais être affecté par le temps. Sa présence est plus ressentie qu’entendue, comme un souffle froid ou un vent puissant qui descend des cimes.

Il ne connaît ni la séduction, ni les passions ardentes, car son essence est celle de la stabilité et de la solitude. Ouréa inspire le respect et la crainte par sa grandeur, par la sensation d’être minuscule face à l’immensité des roches, des falaises et des pics qu’il incarne. Il peut se montrer bienveillant envers ceux qui affrontent ses hauteurs avec courage et humilité, offrant une protection discrète ou une sagesse silencieuse. Mais quiconque ose le défier ou profaner ses sommets ressentira sa colère, souvent exprimée par des éboulements, des tempêtes ou des sentiers invisibles qui se perdent.

Ouréa est profondément sauvage, indompté, lié aux bêtes des hauteurs, aux neiges éternelles et aux vents coupants. Il apprécie la solitude et le calme, éloigné du tumulte des cités, mais se réjouit des âmes qui cherchent dans la montagne la purification ou la révélation. Sa personnalité, à la fois impassible et protectrice, rappelle que la force véritable ne se crie pas, elle s’impose par sa simple présence, comme les montagnes qui ont toujours été là et seront là bien après la fin des hommes.","Ouréa, dieux des montagnes","Ourea, gods of the mountains","montagnes, hauteur, force, stabilité, rocher, éternité, nature, paysage, isolement, grandeur, protection, silence, pureté, majesté, barrière, puissance",Embodied as mountains,Mountains,Slate gray,,"Ourea, gods of the mountains, humanoid figure made of rock and snow, slate gray hair, cloudy sky background",https://cdn.midjourney.com/e00811c5-3fec-4f03-86c0-777fd297045b/0_0.png,Grècque/Protogonos,,
Grècque,Protogonos,Phanès,Phanes,dieu de la procréation dans la tradition orphique.,"Phanès est une divinité primordiale, éclatante et insaisissable, incarnation de la lumière originelle et de l’élan vital qui donne naissance à toute chose. Il n’est ni totalement masculin ni féminin, mais une fusion des deux principes, porteur de toutes les potentialités de la création. Sa personnalité est celle d’un être mystérieux, auréolé d’une puissance tranquille, presque abstraite, car il n’incarne pas la passion ou les émotions humaines, mais la pure force de l’existence qui se déploie.

Il est à la fois créateur et principe ordonnateur, maître du chaos qu’il illumine pour faire émerger la vie. Son éclat n’est pas seulement physique : il émane de lui une énergie vibrante, magnétique, qui inspire autant de crainte que de vénération. Phanès est profondément solitaire, car il n’a pas besoin des autres dieux pour exister ou pour affirmer sa puissance ; il est l’origine, la source, celui dont les autres entités dépendent pour se manifester.

Sa nature est énigmatique et changeante, comme un être cosmique en perpétuel mouvement, capable d’englober à la fois l’ordre et le désordre, la naissance et la destruction, puisqu’il détient le secret de tous les cycles. Il ne se laisse jamais enfermer dans une forme fixe : son esprit est libre, pur, infiniment créatif, et il ne connaît pas les limites ou les interdits. Phanès ne séduit pas, il ne gouverne pas par la ruse ou par la force, mais par le simple fait qu’il est la première lumière, la révélation de l’être, le principe vivant qui précède toute chose.","Phanès, entité de la création","Phanes, entity of creation","création, lumière, naissance, origine, cosmos, beauté, harmonie, émergence, fertilité, espoir, éternité, éclat, révélation, vie, mystère, ordre","Winged, radiant, androgynous being","Serpent, cosmic egg",Opalescent ,,"Phanes, entity of creation, radiant winged androgynous being, holding a cosmic egg, opalescent hair, black background",https://cdn.midjourney.com/184d9e47-74a5-450c-8680-4c0529ce8b8b/0_2.png,Grècque/Protogonos,,
Grècque,Protogonos,Pontos,Pontus,"dieu primordial de la mer, père des poissons et des autres créatures marines. Fils de Gaïa.","Pontos est une divinité ancienne, silencieuse et immuable, incarnation pure de l’océan dans sa dimension la plus originelle. Il est la mer avant qu’elle ne devienne un royaume, avant Poséidon, avant les tempêtes nommées ou les ports humains. Sa personnalité est profonde et insondable, comme les abysses qu’il gouverne. Il n’est ni coléreux ni bienveillant par nature : il existe, vaste, éternel, indifférent aux querelles des dieux et aux drames des mortels.

En lui se trouvent toutes les facettes de la mer : la sérénité des eaux calmes, la puissance des courants invisibles, l’étrangeté des créatures marines qu’il a engendrées. Pontos est un créateur silencieux, donnant naissance sans éclat aux poissons, aux monstres, aux êtres qui vivent dans l’ombre et le mystère des profondeurs. Il ne cherche ni l’adoration ni le pouvoir, car il n’a pas besoin de reconnaissance : il est l’élément même, brut et éternel.

Son caractère est distant, presque impénétrable, mais en lui réside une sagesse archaïque, celle des forces primordiales qui existaient avant l’ordre olympien. Il est le souvenir de la mer dans son état sauvage, libre de toute loi divine, indomptée et infinie. Parfois, il se manifeste par des murmures dans les vagues ou des remous dans les abysses, mais jamais pour se lier aux affaires humaines. Pontos est une présence, une immensité froide et majestueuse, qui inspire autant de crainte que de fascination.","Pontos, dieu de la mer profonde","Pontus, god of the deep sea","mer, profondeur, puissance, océan, marée, mystère, navigation, immensité, poissons, vagues, nature, isolement, vie, danger, fluidité, tempêtes","Sea god, bearded and aquatic","Waves, sea creatures",Dark teal ,,"Pontus, god of the deep sea, aquatic bearded figure with seaweed, dark teal hair, deep sea blue background",https://cdn.midjourney.com/6bac947a-b6c3-4804-b4ff-c9a41737c8bd/0_2.png,Grècque/Protogonos,,
Grècque,Protogonos,Tartare,Tartarus,"dieu primordial de la partie la plus sombre et la plus profonde des enfers, puits sombre de l'hadès : le Tartare. Père de Typhon.","Tartare est une entité primordiale, plus une force qu’un dieu au sens classique, incarnant la profondeur insondable, l’obscurité absolue et l’enfermement éternel. Il n’est pas fait de lumière ou de beauté mais de densité, de silence écrasant et d’un temps qui ne s’écoule pas. Sa personnalité est froide, implacable, sans trace de compassion, car il est l’essence même du gouffre, le lieu où tout est brisé, où la lumière, l’espoir et les cris s’éteignent.

Il n’est ni colérique ni bienveillant ; il est l’ordre brut du monde souterrain, un abîme qui avale les titans et les âmes condamnées. Sa nature est stable et immuable, indifférente aux dieux comme aux hommes, car il existait avant eux et existera après leur disparition. Il inspire une peur archaïque, une terreur qui ne vient pas de la colère ou de la haine, mais de l’absence totale de pitié ou de sortie possible.

Père de Typhon, il porte en lui la graine de la rébellion et du chaos, car du fond de l’ombre naissent les forces capables d’ébranler l’Olympe. Il ne se manifeste pas comme une figure anthropomorphique mais comme une présence écrasante, une profondeur sans fond, un vide vivant qui engloutit la lumière et dévore tout ce qui tente de s’y aventurer.

Tartare n’est pas un juge comme Hadès, ni un bourreau ; il est le lieu, la substance même de la prison éternelle, un mur impénétrable de ténèbres qui ne connaît ni la douleur ni la clémence. Dans son essence, il est le rappel que sous toute création existe un abîme, une limite ultime que rien ne peut franchir ou défier.","Tartare, entité des abîmes","Tartarus, entity of the abyss","enfer, abîme, punition, chaos, noirceur, prison, fin, éternité, mort, peur, souterrain, damnation, limite, destruction, enfer éternel, châtiment","Abyssal pit, rarely personified","Chasm, chains",Abyssal black ,,"Tartarus, entity of the abyss, chained shadow figure, abyssal black hair, fiery red background",https://cdn.midjourney.com/c73baa0c-cb8d-4249-8c5a-23cde50c9027/0_2.png,Grècque/Protogonos,,
Grècque,Protogonos,Thalassa,Thalassa,"esprit primordial de la mer, épouse de Pontos.","Thalassa incarne la mer dans sa dimension la plus pure et la plus originelle, un esprit ancien et silencieux, plus proche de la force élémentaire que de la divinité anthropomorphe. Elle est la mer calme et profonde, infiniment patiente, indifférente aux passions des mortels et des dieux. Mystérieuse et impassible, elle n’a pas la séduction turbulente d’Aphrodite née des flots, mais plutôt la sagesse froide et l’immensité inébranlable de l’océan qui existait avant les hommes.

Sa personnalité est celle d’un être tranquille en surface, mais insondable et imprévisible en profondeur. Elle peut se montrer douce, nourricière et apaisante, berçant les marins et offrant ses ressources à ceux qui la respectent. Pourtant, elle est aussi capable d’une colère muette et redoutable : lorsqu’elle se déchaîne, c’est sans passion ni haine, mais avec la puissance impersonnelle d’une tempête, rappelant qu’elle est une force de la nature et non une alliée des faibles.

Épouse de Pontos, elle partage avec lui un lien d’unité et de permanence, un amour non pas fondé sur le désir, mais sur une compréhension silencieuse de l’éternité et des cycles cosmiques. Thalassa est étrangère aux querelles des dieux olympiens, trop ancienne pour se mêler à leurs intrigues. Elle observe, distante, les éphémères drames des créatures terrestres, consciente que, tôt ou tard, tout retourne à la mer.

Elle n’est pas une déesse qui cherche l’adoration : elle se suffit à elle-même, calme et profonde, un miroir de la vie et de la mort. Sa beauté n’est pas éclatante mais hypnotique, semblable au scintillement du soleil sur les vagues ou à la couleur changeante des abysses. Dans son essence, Thalassa est la mémoire liquide du monde, une présence éternelle qui engloutit, préserve et transforme sans jamais juger.","Thalassa, déesse de la mer","Thalassa, goddess of the sea","mer, vagues, océan, fluidité, navigation, fertilité, nature, vie, profondeur, voyage, mystère, rivage, beauté, immensité, calme, tempêtes",Woman with seaweed hair or fish features,"Fish, sea symbols",Turquoise ,,"Thalassa, goddess of the sea, woman with fish features and seaweed hair, turquoise hair, sandy beach background",https://cdn.midjourney.com/3bcf9238-ca75-42f4-b9e5-351c9fdb96e4/0_0.png,Grècque/Protogonos,,
Grècque,Protogonos,Thanatos,Thanatos,"dieu de la mort naturelle et de la mortalité, ministre de l'hadès ; frère de Hypnos et de Moros. Fils de Nyx.","Thanatos incarne une présence silencieuse, implacable et inéluctable, dépourvue de cruauté mais aussi de compassion excessive. Il est la personnification de la mort douce et naturelle, celle qui survient comme un sommeil profond après la fatigue de la vie. Contrairement aux figures violentes ou terrifiantes de la mort, il n’est ni sadique ni sanguinaire ; il agit avec une sérénité presque apaisante, comme un gardien de l’équilibre qui veille à ce que tout être rejoigne sa fin au moment opportun.

Son caractère est calme, grave et distant, marqué par une sagesse ancestrale qu’il partage rarement. Il ne se laisse pas influencer par les prières ou les lamentations, car il incarne une loi universelle qui échappe aux émotions. Pourtant, il n’est pas insensible : il comprend la douleur des vivants, mais sait que la mort n’est pas une malédiction, seulement une étape nécessaire. Cette lucidité le rend énigmatique, parfois perçu comme froid, alors qu’il est en réalité un reflet de la paix ultime.

Frère d’Hypnos, il partage avec lui une aura d’apaisement ; on dit que lorsqu’il approche, les êtres vivants ressentent un calme étrange, un détachement des peurs et des souffrances. Sa proximité avec Moros, le destin inévitable, renforce son rôle d’instrument de ce qui doit être, sans caprice ni colère.

Thanatos ne cherche ni la gloire ni le pouvoir ; il se tient à l’écart des intrigues divines, accomplissant sa tâche avec une précision infaillible. Il est l’ombre discrète que l’on ne remarque qu’au dernier moment, mais qui, en vérité, a toujours été présente, attendant avec une patience infinie. Il incarne une forme de dignité austère, une acceptation de la fin qui n’a rien de brutal, mais qui impose un respect silencieux, comme le dernier souffle d’un monde qui s’éteint paisiblement.","Thanatos, dieu de la mort","Thanatos, god of death","mort, fin, repos, silence, nuit, délivrance, paix, destin, passage, peur, éternité, esprit, inévitable, froideur, oubli, soulagement","Youthful or winged figure, dark or pale","Inverted torch, sword, poppies",Pale silver ,,"Thanatos, god of death, youthful winged figure, pale silver hair, dark gray background",https://cdn.midjourney.com/3fbf753b-9cf6-4197-91c7-330cf53e9662/0_2.png,Grècque/Protogonos,,
